Time,Data_Collected_KB,Current_Node,Attempt_Count,Success_Flag,Skipped_Flag,Node_File,Strategy,Num_Nodes
1182.5940754484338,1217.6384650270159,27,2,1,0,data1002,baseline,50
1353.2659284447384,1549.9093164778321,28,17,1,0,data1002,baseline,50
1363.2867297824387,1559.0659262897345,29,1,1,0,data1002,baseline,50
1383.335762885384,1579.7800403623096,30,2,1,0,data1002,baseline,50
1413.382983417153,1598.5397055257436,31,3,1,0,data1002,baseline,50
1444.1456981989372,1975.7005614468371,32,3,1,0,data1002,baseline,50
1454.1735144899649,1986.1536241728634,33,1,1,0,data1002,baseline,50
1474.2254096256868,2008.1675957275438,34,2,1,0,data1002,baseline,50
1494.2450519298895,2016.1583404135824,35,2,1,0,data1002,baseline,50
1534.2849545955603,2034.092625882584,36,4,1,0,data1002,baseline,50
1674.9934909241206,2385.9808462368455,37,14,1,0,data1002,baseline,50
1775.9624673958695,2866.019694857814,38,10,1,0,data1002,baseline,50
1785.9927737151504,2878.1882062098002,39,1,1,0,data1002,baseline,50
1796.0302695184337,2893.6864630352384,40,1,1,0,data1002,baseline,50
1886.0597569604822,2906.1690847646573,41,9,1,0,data1002,baseline,50
1896.0757890868676,2913.415767609327,42,1,1,0,data1002,baseline,50
1916.1097269332386,2928.758582483357,43,2,1,0,data1002,baseline,50
1926.1361468200064,2938.447063914726,44,1,1,0,data1002,baseline,50
2086.1754590116984,2955.815026067902,45,16,1,0,data1002,baseline,50
2106.203028825392,2966.217904896733,46,2,1,0,data1002,baseline,50
2136.252619145175,2988.967576921821,47,3,1,0,data1002,baseline,50
2146.2783223418464,3000.05131046014,48,1,1,0,data1002,baseline,50
2186.308563880439,3013.4410028791117,49,4,1,0,data1002,baseline,50
50.03155904145769,12.351198981164806,0,5,1,0,data1002,lya,50
110.07515655993308,27.836586727905008,2,1,1,0,data1002,lya,50
120.12598783161917,47.67981168056946,3,1,1,0,data1002,lya,50
130.1529456065777,59.16954621118269,4,1,1,0,data1002,lya,50
150.18554620011653,72.53123547819385,5,2,1,0,data1002,lya,50
160.21738562970077,85.57069471253305,6,1,1,0,data1002,lya,50
170.23910357376826,93.25311997187247,7,1,1,0,data1002,lya,50
180.2756883204965,109.73372135719535,8,1,1,0,data1002,lya,50
190.31610935062017,126.0389977180948,9,1,1,0,data1002,lya,50
210.34796199011444,141.0645650013071,10,2,1,0,data1002,lya,50
231.2842286990428,606.3567828318168,11,2,1,0,data1002,lya,50
